ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
10,2006,2018Q3,100,30,23.7,22.4,+1.2,+5.3,110,8.42,3.46,-0.63,2.21,7.63,3.13,-0.57,2.03,0.95,3.79,0.49,1.96,0.22,-0.04,23.67
11,2006,2018Q2,100,32,22.5,24.4,-2.6,-10.4,100,7.94,3.36,0.51,2.94,7.9,3.34,0.51,2.87,1.21,4.84,0.65,2.62,0.29,-0.12,23.26
12,2006,2018Q1,100,30,25.1,25.5,-0.7,-2.7,88,8.8,3.56,-0.11,2.74,10,4.05,-0.12,3.14,1.14,4.58,0.66,2.62,0.27,-0.23,24.01
13,2006,2017Q4,100,40,25.8,24.1,+1.95,+8.2,92.2,11.1,6.19,0.38,5.43,12.1,6.71,0.41,5.84,2.26,9.05,1.32,5.28,0.54,+0.25,23.86
14,2006,2017Q3,100,34,23.85,24.3,-0.35,-1.4,79.9,7.72,1.83,1.3,2.61,9.66,2.28,1.62,3.2,1.09,4.37,0.65,2.62,0.26,-0.04,23.46
15,2006,2017Q2,99.8,40,24.2,23.9,+0.55,+2.3,71,8.68,4.43,0.13,4.12,12.2,6.24,0.18,5.78,1.74,6.94,1.09,4.36,0.41,-0.28,23.27
16,2006,2017Q1,99.8,40,23.65,22.7,+2.5,+11.8,74.4,10.5,5.98,-0.23,4.99,14.1,8.03,-0.31,6.66,2.09,8.35,1.35,5.38,0.5,+0.29,23.93
17,2006,2016Q4,99.8,45,21.15,20.8,+2.55,+13.7,61.8,7.1,2.83,0.52,2.86,11.5,4.58,0.84,4.6,1.21,4.84,0.78,3.11,0.29,-0.06,23.5
18,2006,2016Q3,99.8,38,18.6,18.7,-0.45,-2.4,58.3,6.07,2.69,0.73,2.99,10.4,4.62,1.25,5.13,1.29,5.16,0.82,3.29,0.3,+0.15,23.37
19,2006,2016Q2,99.8,47,19.05,19.4,-0.5,-2.6,71.7,10.3,6.71,0.94,6.87,14.4,9.36,1.31,9.62,2.97,11.9,1.89,7.58,0.69,+0.33,22.89
20,2006,2016Q1,99.8,40,19.55,18.4,+2.55,+15,60.3,6.21,2.68,-0.28,2.12,10.3,4.45,-0.47,3.43,0.89,3.56,0.57,2.28,0.21,-0.19,23.38
21,2006,2015Q4,99.8,45,17,17.6,-0.2,-1.2,76.8,9.4,5.24,-1.04,3.53,12.2,6.82,-1.35,4.51,1.51,6.05,0.95,3.82,0.35,+0.43,23.03
22,2006,2015Q3,99.8,38,17.2,19.4,-5.35,-23.7,66.9,5.32,1.91,-0.28,1.52,7.95,2.85,-0.42,2.16,0.64,2.54,0.38,1.53,0.15,-0.14,22.75
23,2006,2015Q2,99.8,36,22.55,23.4,-1.15,-4.9,82.4,8.08,4.01,0.78,3.62,9.8,4.87,0.94,4.32,1.54,6.15,0.93,3.73,0.36,-0.06,22.6
24,2006,2015Q1,99.8,36,23.7,23.7,-0.95,-3.9,84.3,7.55,3.96,0.58,4.02,8.95,4.69,0.68,4.72,1.7,6.81,1.05,4.19,0.4,-0.03,23.58
25,2006,2014Q4,99.8,28,24.65,23.8,0,0,94.4,7.99,4.29,-4.61,-0.82,8.46,4.54,-4.88,-0.87,-0.36,-1.43,-0.22,-0.86,-0.08,-0.67,23.05
26,2006,2014Q3,99.8,36,24.65,25.3,-1.2,-4.6,85,5.89,1.68,1.65,2.87,6.93,1.98,1.94,3.37,1.27,5.08,0.74,2.95,0.29,-0.22,22.58
27,2006,2014Q2,99.8,36,25.85,25.7,0,0,95.8,7.68,3.84,1.09,4.22,8.01,4.01,1.13,4.37,1.82,7.27,1.06,4.23,0.42,-0.09,22.28
28,2006,2014Q1,99.8,38,25.85,26,-0.35,-1.3,83.7,7.32,3.74,1.16,4.3,8.75,4.47,1.39,5.11,1.82,7.29,1.08,4.32,0.43,-0.08,23.52
29,2006,2013Q4,99.8,38,26.2,26.2,+0.05,+0.2,93.6,10.8,6.85,-0.14,5.91,11.5,7.32,-0.15,6.3,2.57,10.3,1.5,6,0.59,+0.17,23.18
30,2006,2013Q3,99.8,38,26.15,25.8,-1.15,-4.2,79.2,8.17,4.56,0.97,5.09,10.3,5.75,1.22,6.37,2.26,9.03,1.31,5.23,0.51,+0.22,22.51
31,2006,2013Q2,99.8,38,27.3,28.3,-1.4,-4.9,88.4,9,5.09,0.91,5.05,10.2,5.76,1.03,5.62,2.21,8.85,1.26,5.03,0.51,-0.09,21.96
32,2006,2013Q1,99.8,38,28.7,29.2,-1,-3.4,90,9.07,5.37,0.63,5.12,10.1,5.97,0.69,5.66,2.27,9.08,1.25,5.02,0.51,+0.01,22.78
33,2006,2012Q4,99.2,34,29.7,28.7,-0.3,-1,94,9.52,5.6,-0.7,4.13,10.1,5.97,-0.75,4.29,1.86,7.42,0.97,3.89,0.42,+0.09,22.77
34,2006,2012Q3,98.7,28,30,28.3,+1,+3.4,92,7.72,4.14,-0.86,2.86,8.39,4.5,-0.94,3,1.3,5.21,0.65,2.58,0.29,-0.53,22.1
35,2006,2012Q2,98.1,36,29,28.1,-0.95,-3.2,112,11.3,6.74,-0.15,5.84,10.1,6.02,-0.13,5.14,2.67,10.7,1.35,5.4,0.6,-0.19,21.84
36,2006,2012Q1,98.1,32,29.95,29.3,+3.35,+12.6,101,9.76,6.38,-0.48,4.87,9.65,6.31,-0.48,4.76,2.17,8.69,1.13,4.53,0.5,-0.3,22.94
37,2006,2011Q4,98.1,29,26.6,26.5,-1,-3.6,102,9.51,4.84,-,3.23,9.36,4.76,-,3.14,1.45,5.79,0.75,3.02,0.33,-0.18,22.41
38,2006,2011Q3,98.1,40,27.6,31.2,-5,-15.3,103,12.2,7.94,-,7.97,11.8,7.68,-,7.7,3.72,14.9,1.89,7.58,0.82,+0.85,22.09
39,2006,2011Q2,97.6,33,32.6,32.9,-1.55,-4.5,133,13.2,8.78,-,7.74,9.94,6.62,-,5.79,3.62,14.5,1.86,7.46,0.79,+0.18,21.32
40,2006,2011Q1,97.6,40,34.15,33.4,+1.1,+3.3,103,12.2,7.79,-,7.85,11.8,7.53,-,7.54,3.71,14.8,1.91,7.64,0.8,+0.58,21.81
41,2006,2010Q4,97.6,34,33.05,29.7,+3.85,+13.2,90.6,9.8,5.34,-1.04,4.91,10.8,5.89,-1.14,5.46,2.42,9.7,1.21,4.83,0.51,+0.27,20.92
42,2006,2010Q3,97.6,21,29.2,28.6,+3.8,+15,74.9,3.37,-0.15,0.44,-0.34,4.5,-0.2,0.58,-0.61,-0.23,-0.91,-0.11,-0.46,-0.03,-0.36,20.54
43,2006,2010Q2,97.6,40,25.4,30.4,-10.65,-29.5,104,11.1,6.79,0.74,5.94,10.6,6.51,0.71,5.75,2.95,11.8,1.52,6.08,0.61,+0.46,20.53
44,2006,2010Q1,97,34,36.05,35.9,+1.4,+4,76.7,5.61,2.08,0.55,2.1,7.31,2.72,0.72,2.64,1,4.02,0.52,2.07,0.22,-0.04,20.95
45,2006,2009Q4,95,34,34.65,33.3,+0.55,+1.6,82.8,7.36,1.84,1.04,2.16,8.89,2.22,1.26,2.65,1.12,4.47,0.58,2.32,0.24,+2.17,20.74
46,2006,2009Q3,94.7,38,34.1,34.2,+2.8,+8.9,63.4,6.74,2.98,0.96,3.01,10.6,4.71,1.51,4.72,1.61,6.44,0.88,3.51,0.33,-0.76,20.32
47,2006,2009Q2,87.4,36,31.3,31.6,+4.1,+15.1,48,3.88,1.17,0.94,1.33,8.08,2.43,1.95,2.76,0.72,2.88,0.42,1.68,0.15,-1.08,20.16
48,2006,2009Q1,87.4,38,27.2,23.5,+6,+28.3,45.3,5.44,2.82,0.1,2.29,12,6.23,0.23,5.07,1.22,4.88,0.71,2.84,0.26,-1.14,21.56
49,2006,2008Q4,87.4,23,21.2,21.4,-5.15,-19.5,128,-12.7,-19.7,-3.44,-18,-9.91,-15.4,-2.68,-13.8,-8.8,-35.2,-4.78,-19.1,-1.93,-3.18,21.19
50,2006,2008Q3,94.4,40,26.35,41.9,-28.15,-51.7,133,22.9,18,-4.37,10.3,17.2,13.6,-3.28,7.73,4.84,19.4,2.46,9.84,1.09,-0.14,22.87
51,2006,2008Q2,94.4,43,54.5,59.2,-2.5,-4.4,143,22.7,16.8,-0.47,11.6,15.8,11.7,-0.32,8.07,5.33,21.3,3.04,12.2,1.23,-0.07,21.88
52,2006,2008Q1,94.4,55,57,50.4,+3.4,+6.3,114,20.7,15.1,2.19,13.3,18.1,13.2,1.92,11.6,6.02,24.1,3.96,15.8,1.4,-,23.79
53,2006,2007Q4,94.4,51,53.6,50.1,-2.8,-5,414,75.6,52.7,2.57,43.9,18.3,12.7,0.62,10.6,20.6,82.5,13.3,53.3,1.25,-0.09,22.45
54,2006,2007Q3,93.7,35,56.4,43.3,+17.9,+46.5,133,21.6,16.7,-3.02,10.3,16.2,12.5,-2.27,7.73,-,-,-,-,1.23,-,21.22
55,2006,2007Q2,91.2,55,38.5,38.1,+1.8,+4.9,186,37.8,26.9,1.06,21.5,20.4,14.5,0.57,11.5,11.7,46.7,7.09,28.4,1.3,+0.05,19.99
56,2006,2007Q1,-,-,36.7,34.1,+4.7,+14.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57,2006,2006Q4,82.4,52,32,29,+5.85,+22.4,-,-,-,-,10.5,-,-,-,-,6.18,24.7,3.69,14.7,1.34,+0.56,20.57
58,2006,2006Q3,-,-,26.15,25.2,-2.85,-9.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59,2006,2006Q2,80,52,29,28.8,+4.5,+18.4,-,-,-,-,9.58,-,-,-,-,6.69,26.8,3.58,14.3,1.25,+0.51,17.73
60,2006,2006Q1,-,-,24.5,21.5,+6.15,+33.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61,2006,2005Q4,76.9,44,18.35,18.1,-1.35,-6.9,-,-,-,-,6.15,-,-,-,-,4.32,17.3,2.42,9.7,0.78,-,18.34
62,2006,2005Q3,-,-,19.7,20.1,+0.3,+1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
63,2006,2005Q2,78.9,37,19.4,21.5,-4.3,-18.1,-,-,-,-,5.82,-,-,-,-,4.34,17.4,2.15,8.6,0.74,-,16.82
64,2006,2005Q1,-,-,23.7,25.4,-2.2,-8.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65,2006,2004Q4,-,-,25.9,26.7,-4.8,-15.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
66,2006,2004Q3,-,-,30.7,27.6,+4.3,+16.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
67,2006,2004Q2,-,-,26.4,22.5,+7.2,+37.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
68,2006,2004Q1,-,-,19.2,17.5,+5.2,+37.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
69,2006,2003Q4,-,-,14,12.2,+3.45,+32.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
70,2006,2003Q3,-,-,10.55,11.6,-0.15,-1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
71,2006,2003Q2,-,-,10.7,9.53,+0.7,+7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
72,2006,2003Q1,-,-,10,12.5,-0.9,-8.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73,2006,2002Q4,-,-,10.9,9.69,+2.7,+32.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
74,2006,2002Q3,-,-,8.2,9.78,-2.25,-21.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
75,2006,2002Q2,-,-,10.45,11,+0.05,+0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
76,2006,2002Q1,-,-,10.4,9.2,+2.1,+25.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
77,2006,2001Q4,-,-,8.3,8.05,+0.2,+2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78,2006,2001Q3,-,-,8.1,8.19,-0.7,-8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
79,2006,2001Q2,-,-,8.8,9.8,-2.7,-23.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
80,2006,2001Q1,-,-,11.5,11.6,+1.15,+11.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
81,2006,2000Q4,-,-,10.35,10.7,+0.45,+4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
82,2006,2000Q3,-,-,9.9,13.6,-6.4,-39.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
83,2006,2000Q2,-,-,16.3,18.2,-0.9,-5.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
84,2006,2000Q1,-,-,17.2,17.4,+2.4,+16.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
85,2006,1999Q4,-,-,14.8,15.6,+0.2,+1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
86,2006,1999Q3,-,-,14.6,12.3,+0.5,+3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
87,2006,1999Q2,-,-,14.1,16.3,-2.9,-17.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
88,2006,1999Q1,-,-,17,15.5,+1.3,+8.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
89,2006,1998Q4,-,-,15.7,17.8,-2.19,-12.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
90,2006,1998Q3,-,-,17.89,18.7,-2.5,-12.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
91,2006,1998Q2,-,-,20.39,21.8,-2.81,-12.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
92,2006,1998Q1,-,-,23.2,23.4,-1.2,-4.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93,2006,1997Q4,-,-,24.4,22.7,-0.5,-2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
94,2006,1997Q3,-,-,24.9,27,-4,-13.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95,2006,1997Q2,-,-,28.9,33.7,-6.5,-18.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
96,2006,1997Q1,-,-,35.4,33.1,+5.1,+16.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97,2006,1996Q4,-,-,30.3,28,+4.8,+18.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98,2006,1996Q3,-,-,25.5,26.8,-6.2,-19.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99,2006,1996Q2,-,-,31.7,31.1,+4.7,+17.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100,2006,1996Q1,-,-,27,25.9,-2.6,-8.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101,2006,1995Q4,-,-,29.6,28.6,-1.1,-3.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
102,2006,1995Q3,-,-,30.7,30.3,-4.4,-12.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
103,2006,1995Q2,-,-,35.1,47.5,-25.4,-42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
104,2006,1995Q1,-,-,60.5,53.4,+16.7,+38.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
105,2006,1994Q4,-,-,43.8,39.9,+3.1,+7.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
106,2006,1994Q3,-,-,40.7,42.3,+0.2,+0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
107,2006,1994Q2,-,-,40.5,40.4,+5.21,+14.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
108,2006,1994Q1,-,-,35.29,40.3,-7.31,-17.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
109,2006,1993Q4,-,-,42.6,37.5,+9,+26.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
110,2006,1993Q3,-,-,33.6,35.4,-5.6,-14.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
111,2006,1993Q2,-,-,39.2,45.1,-8.6,-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
112,2006,1993Q1,-,-,47.8,46,+3.8,+8.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113,2006,1992Q4,-,-,44,44.5,+3.5,+8.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114,2006,1992Q3,-,-,40.5,43.1,-9.5,-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115,2006,1992Q2,-,-,50,53.4,-6.5,-11.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
116,2006,1992Q1,-,-,56.5,56.5,+3,+5.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
117,2006,1991Q4,-,-,53.5,62.1,-16,-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
118,2006,1991Q3,-,-,69.5,68.3,-9.5,-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
119,2006,1991Q2,-,-,79,79.6,+6.5,+9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
120,2006,1991Q1,-,-,72.5,53.5,+29.5,+68.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
