ID,sid,季度,股本(億),財報評分,季度股價(元)收盤,季度股價(元)平均,季度股價(元)漲跌,季度股價(元)漲跌(%),獲利金額(億)營業收入,獲利金額(億)營業毛利,獲利金額(億)營業利益,獲利金額(億)業外損益,獲利金額(億)稅後淨利,獲利率(%)營業毛利,獲利率(%)營業利益,獲利率(%)業外損益,獲利率(%)稅後淨利,單季ROE(%),年估ROE(%),單季ROA(%),年估ROA(%),EPS(元)稅後EPS,EPS(元)年增(元),BPS(元)
14,2892,2017Q3,1222,50,19.55,19.8,-0.8,-3.9,131,-,-,-,52.4,-,-,-,40,2.76,11,0.2,0.81,0.42,+0.03,15.7
15,2892,2017Q2,1198,47,20.35,19.1,+1.85,+10,124,-,-,-,53,-,-,-,42.6,2.78,11.1,0.21,0.83,0.43,+0.07,15.57
16,2892,2017Q1,1198,44,18.5,18,+1.3,+7.6,121,-,-,-,43.4,-,-,-,35.7,2.23,8.91,0.17,0.67,0.36,-0.03,16.26
17,2892,2016Q4,1198,47,17.2,16.7,+0.55,+3.3,113,-,-,-,39.1,-,-,-,34.2,2.03,8.12,0.15,0.61,0.33,-0.05,16.01
18,2892,2016Q3,1198,47,16.65,16.8,-0.25,-1.5,117,-,-,-,46.7,-,-,-,39.9,2.48,9.92,0.19,0.74,0.39,0,15.81
19,2892,2016Q2,1146,44,16.9,16.2,+1,+6.3,110,-,-,-,43.5,-,-,-,39.3,2.29,9.18,0.17,0.7,0.36,-0.05,16.21
20,2892,2016Q1,1146,44,15.9,15.3,+0.6,+3.9,111,-,-,-,44.3,-,-,-,39.8,2.32,9.27,0.18,0.71,0.39,-0.05,16.74
21,2892,2015Q4,1146,44,15.3,15.4,+0.3,+2,107,-,-,-,39.7,-,-,-,36.9,2.12,8.46,0.16,0.63,0.38,+0.12,16.37
22,2892,2015Q3,1146,44,15,16.8,-3.9,-20.6,108,-,-,-,39.2,-,-,-,36.1,2.31,9.22,0.16,0.64,0.39,+0.01,16.09
23,2892,2015Q2,926,50,18.9,19,+0.3,+1.6,101,-,-,-,40,-,-,-,39.8,2.56,10.2,0.17,0.67,0.41,-0.08,16.64
24,2892,2015Q1,926,50,18.6,18.5,-0.05,-0.3,92.7,-,-,-,41.1,-,-,-,44.3,2.63,10.5,0.17,0.7,0.44,+0.02,17.02
25,2892,2014Q4,926,47,18.65,18.5,+0.3,+1.6,23.9,-,-,-,23.9,-,-,-,99.2,1.56,6.24,0.1,0.41,0.26,+0.07,16.63
26,2892,2014Q3,926,44,18.35,19,-0.85,-4.4,108,-,-,-,34.8,-,-,-,32.3,2.37,9.47,0.15,0.6,0.38,+0.07,16.12
27,2892,2014Q2,865,50,19.2,18.3,+1.1,+6.1,107,-,-,-,45.5,-,-,-,42.6,3.12,12.5,0.2,0.78,0.49,+0.13,16.81
28,2892,2014Q1,865,50,18.1,18.1,-0.45,-2.4,103,-,-,-,36.6,-,-,-,35.6,2.55,10.2,0.16,0.64,0.42,+0.08,16.81
29,2892,2013Q4,865,38,18.55,18,+0.85,+4.8,100,-,-,-,16.4,-,-,-,15.8,1.13,4.53,0.07,0.28,0.19,+0.06,16.26
30,2892,2013Q3,865,47,17.7,17.7,-0.05,-0.3,92.6,-,-,-,29.1,-,-,-,31.7,2.14,8.55,0.13,0.54,0.31,+0.01,15.94
31,2892,2013Q2,813,44,17.75,18,-1,-5.3,86.6,-,-,-,33.7,-,-,-,39.2,2.49,9.95,0.16,0.63,0.36,-0.06,16.65
32,2892,2013Q1,813,47,18.75,18.3,+1.05,+5.9,85.5,-,-,-,29.6,-,-,-,34.8,2.2,8.82,0.14,0.56,0.34,-0.06,16.77
33,2892,2012Q4,813,38,17.7,17.4,-0.45,-2.5,88.5,-,-,-,10.9,-,-,-,11.8,0.79,3.17,0.05,0.2,0.13,+0.03,16.48
34,2892,2012Q3,813,41,18.15,17.8,+0.8,+4.6,90,-,-,-,24.2,-,-,-,27.1,1.87,7.48,0.12,0.47,0.3,-0.05,16.44
35,2892,2012Q2,767,47,17.35,17.1,-0.4,-2.3,86.4,-,-,-,36.1,-,-,-,41.1,2.75,11,0.17,0.68,0.42,+0.06,17.1
36,2892,2012Q1,767,47,17.75,18.3,0,0,87.9,-,-,-,31.1,-,-,-,35.6,2.44,9.77,0.15,0.6,0.4,+0.09,17.08
37,2892,2011Q4,767,31,17.75,18.4,-2.05,-10.4,79.5,-,-,-,7.17,-,-,-,8.31,0.52,2.07,0.03,0.13,0.1,-0.21,16.53
38,2892,2011Q3,767,44,19.8,22.7,-3.95,-16.6,79.9,-,-,-,24,-,-,-,29.8,2.02,8.08,0.12,0.46,0.35,-0.04,16.61
39,2892,2011Q2,648,41,23.75,24.9,-1.45,-5.8,82.4,-,-,-,24.7,-,-,-,29.5,2.25,8.99,0.12,0.48,0.36,+0.11,16.55
40,2892,2011Q1,648,41,25.2,25.2,-1.65,-6.1,83.9,-,-,-,20.2,-,-,-,23.9,1.86,7.45,0.1,0.39,0.31,+0.16,16.58
41,2892,2010Q4,648,41,26.85,21.8,+6.15,+29.7,91.8,-,-,-,19.7,-,-,-,21,1.83,7.31,0.1,0.38,0.31,+0.59,16.37
42,2892,2010Q3,648,44,20.7,19.1,+2.85,+16,83.1,-,-,-,25.4,-,-,-,30.6,2.47,9.9,0.13,0.51,0.39,+0.14,16.01
43,2892,2010Q2,632,38,17.85,17.1,+0.4,+2.3,79,-,-,-,15.9,-,-,-,19.9,1.55,6.19,0.08,0.32,0.25,+0.04,15.84
44,2892,2010Q1,632,34,17.45,18,-2.4,-12.1,75.7,-,-,-,9.23,-,-,-,12.1,0.9,3.6,0.05,0.19,0.15,-0.12,16.06
45,2892,2009Q4,632,25,19.85,19.9,-0.2,-1,90.4,-,-,-,-17.5,-,-,-,-20,-1.76,-7.04,-0.09,-0.37,-0.28,-0.14,15.99
46,2892,2009Q3,632,44,20.05,19.4,+0.45,+2.3,61.9,-,-,-,15.4,-,-,-,25.1,1.52,6.07,0.08,0.33,0.25,-0.09,16.24
47,2892,2009Q2,616,41,19.6,18.9,+3.95,+25.2,62.7,-,-,-,13.4,-,-,-,21.5,1.32,5.29,0.07,0.29,0.21,-0.24,16.31
48,2892,2009Q1,616,34,15.65,14.5,-1.6,-9.3,80.7,-,-,-,16.5,-,-,-,19.8,1.58,6.32,0.09,0.35,0.27,-0.3,16.47
49,2892,2008Q4,616,22,17.25,15.9,-2.2,-11.3,87.1,-,-,-,-8.64,-,-,-,-12.3,-1.06,-4.26,-0.06,-0.24,-0.14,-0.58,16.13
50,2892,2008Q3,616,38,19.45,24.6,-13.85,-41.6,129,-,-,-,20.7,-,-,-,15.8,2,8.01,0.12,0.47,0.34,-0.39,16.38
51,2892,2008Q2,609,44,33.3,35.4,+1.45,+4.6,127,-,-,-,27.3,-,-,-,21.1,2.54,10.2,0.16,0.64,0.45,+0.03,16.53
52,2892,2008Q1,609,50,31.85,27.6,+7.9,+33,101,-,-,-,34.5,-,-,-,33.9,3.17,12.7,0.2,0.81,0.57,+0.08,17.92
53,2892,2007Q4,609,41,23.95,24.3,+0.45,+1.9,92.3,-,-,-,26.8,-,-,-,28.4,2.49,9.97,0.15,0.62,0.44,-0.14,17.25
54,2892,2007Q3,609,50,23.5,23.2,+0.1,+0.4,113,-,-,-,44.2,-,-,-,39.2,4.34,17.4,0.26,1.04,0.73,+0.19,17.05
55,2892,2007Q2,597,41,23.4,22.8,+0.2,+0.9,102,-,-,-,24.9,-,-,-,24.5,2.45,9.81,0.15,0.6,0.42,+0.23,16.69
56,2892,2007Q1,597,47,23.2,23.8,-1.55,-6.3,90.2,-,-,-,29.5,-,-,-,32.8,2.88,11.5,0.18,0.73,0.49,+0,17.38
57,2892,2006Q4,597,47,24.75,23.6,+2.25,+10,96,-,-,-,34.8,-,-,-,36.2,3.51,14.1,0.22,0.88,0.58,+0.43,16.94
58,2892,2006Q3,597,50,22.5,22.3,-2,-8.2,87.9,-,-,-,32.2,-,-,-,36.6,3.38,13.5,0.21,0.84,0.54,-0.91,16.21
59,2892,2006Q2,583,38,24.5,24.3,+1.3,+5.6,80.8,-,-,-,11.1,-,-,-,13.8,1.15,4.61,0.07,0.3,0.19,-0.22,16.09
60,2892,2006Q1,583,50,23.2,23.9,-0.3,-1.3,81.1,-,-,-,28.5,-,-,-,35.2,2.99,12,0.19,0.75,0.49,+0.02,0
61,2892,2005Q4,583,34,23.5,23.4,-0.85,-3.5,77.9,-,-,-,8.99,-,-,-,11.5,0.99,3.96,0.06,0.24,0.15,-0.2,15.68
62,2892,2005Q3,583,56,24.35,24.9,-1.85,-7.1,75.8,-,-,-,84.4,-,-,-,111,9.81,39.3,0.56,2.26,1.45,+1.05,15.54
63,2892,2005Q2,555,44,26.2,25,+0.55,+2.1,91.3,-,-,-,22.5,-,-,-,24.6,2.72,10.9,0.15,0.6,0.41,-0.07,14.7
64,2892,2005Q1,555,47,25.65,26.4,-1.55,-5.7,86.4,-,-,-,25.8,-,-,-,29.9,3.19,12.8,0.17,0.69,0.47,-0.15,15.08
65,2892,2004Q4,555,44,27.2,27,+1.9,+7.5,126,-,-,-,19.6,-,-,-,15.6,2.53,10.1,0.13,0.52,0.35,-0.03,14.09
66,2892,2004Q3,555,50,25.3,23.6,+0.9,+3.7,7.4,-,-,-,22.4,-,-,-,303,2.98,11.9,0.15,0.6,0.4,+4.33,13.8
67,2892,2004Q2,555,59,24.4,24.9,-1.5,-5.8,169,-,-,-,26.5,-,-,-,36,8.35,33.4,0.41,1.64,0.48,-0.08,13.39
68,2892,2004Q1,555,41,25.9,26.4,+2.2,+9.3,200,-,-,-,34.5,-,-,-,17.3,4.93,19.7,0.23,0.93,0.62,+0.2,12.91
69,2892,2003Q4,555,48,23.7,22.4,+4.2,+21.5,166,66,21.1,1.3,19,39.7,12.7,0.78,11.4,2.83,11.3,0.13,0.52,0.38,-,12.31
70,2892,2003Q3,555,23,19.5,20.4,-1.9,-8.9,163,-215,-251,0.06,-187,-132,-154,0.04,-115,-28,-112,-1.33,-5.33,-3.93,-,11.91
71,2892,2003Q2,455,48,21.4,21.3,+0.3,+1.4,172,62.8,23.2,2.55,21.3,36.5,13.5,1.48,12.3,3.18,12.7,0.15,0.62,0.56,-,15.99
72,2892,2003Q1,455,50,21.1,23.6,-3.5,-14.2,182,59.4,20,0.8,19.1,32.6,11,0.44,10.5,2.9,11.6,0.14,0.56,0.42,-,15.5
73,2892,2002Q4,-,-,23,21.3,+6,+35.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
74,2892,2002Q3,-,-,17,21,-6.4,-27.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
75,2892,2002Q2,-,-,23.4,24.7,+1.9,+8.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
76,2892,2002Q1,-,-,21.5,20.3,-0.1,-0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
77,2892,2001Q4,-,-,21.6,18.6,+5.6,+35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78,2892,2001Q3,-,-,16,16.4,-4.5,-22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
79,2892,2001Q2,-,-,20.5,20.9,-3.6,-14.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
80,2892,2001Q1,-,-,24.1,25.3,+3.4,+16.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
81,2892,2000Q4,-,-,20.7,23,-2.3,-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
82,2892,2000Q3,-,-,23,29.7,-5,-17.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
83,2892,2000Q2,-,-,28,32.8,-9.7,-25.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
84,2892,2000Q1,-,-,37.7,43.2,-1.4,-3.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
85,2892,1999Q4,-,-,39.1,39.3,-2.4,-5.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
86,2892,1999Q3,-,-,41.5,49.8,-20,-32.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
87,2892,1999Q2,-,-,61.5,58.2,+7,+12.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
88,2892,1999Q1,-,-,54.5,49,+9.5,+21.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
89,2892,1998Q4,-,-,45,53,-6.5,-12.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
90,2892,1998Q3,-,-,51.5,57.3,-12,-18.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
91,2892,1998Q2,-,-,63.5,74.2,-19.5,-23.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
92,2892,1998Q1,-,-,83,86.3,-7,-7.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93,2892,1997Q4,-,-,90,94.6,-13,-12.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
94,2892,1997Q3,-,-,103,114,-10.5,-9.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95,2892,1997Q2,-,-,113.5,121,-57.5,-33.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
96,2892,1997Q1,-,-,171,179,+5,+3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97,2892,1996Q4,-,-,166,165,-3,-1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98,2892,1996Q3,-,-,169,159,+12,+7.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99,2892,1996Q2,-,-,157,149,+53,+51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100,2892,1996Q1,-,-,104,101,+4.5,+4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101,2892,1995Q4,-,-,99.5,94.8,+5.5,+5.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
102,2892,1995Q3,-,-,94,95.8,-9,-8.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
103,2892,1995Q2,-,-,103,113,-61,-37.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
104,2892,1995Q1,-,-,164,172,-24,-12.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
105,2892,1994Q4,-,-,188,179,-20,-9.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
106,2892,1994Q3,-,-,208,175,+54,+35.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
107,2892,1994Q2,-,-,154,166,-51,-24.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
108,2892,1994Q1,-,-,205,221,-11,-5.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
109,2892,1993Q4,-,-,216,141,+94,+77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
110,2892,1993Q3,-,-,122,139,-26,-17.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
111,2892,1993Q2,-,-,148,152,-26,-14.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
112,2892,1993Q1,-,-,174,126,+90,+107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113,2892,1992Q4,-,-,84,82.5,+9,+12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114,2892,1992Q3,-,-,75,87.9,-31,-29.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115,2892,1992Q2,-,-,106,105,-49,-31.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
116,2892,1992Q1,-,-,155,173,-7,-4.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
117,2892,1991Q4,-,-,162,164,-21,-11.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
118,2892,1991Q3,-,-,183,196,-60,-24.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
119,2892,1991Q2,-,-,243,244,+32,+15.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
120,2892,1991Q1,-,-,211,228,-76,-26.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
